# started on Mon Feb  5 17:00:32 2024


 Performance counter stats for 'system wide':

                20      syscalls:sys_enter_dup2                                     
                11      syscalls:sys_enter_dup3                                     
                 0      syscalls:sys_enter_epoll_create                                   
                 6      syscalls:sys_enter_epoll_create1                                   
               117      syscalls:sys_enter_epoll_ctl                                   
             3,891      syscalls:sys_enter_epoll_pwait                                   
                 0      syscalls:sys_enter_epoll_pwait2                                   
               203      syscalls:sys_enter_epoll_wait                                   
                 0      syscalls:sys_enter_eventfd                                   
                 0      syscalls:sys_enter_eventfd2                                   
                21      syscalls:sys_enter_execve                                   
                 0      syscalls:sys_enter_execveat                                   
                56      syscalls:sys_enter_exit                                     
                44      syscalls:sys_enter_exit_group                                   
                 5      syscalls:sys_enter_faccessat                                   
                10      syscalls:sys_enter_faccessat2                                   
                 1      syscalls:sys_enter_fadvise64                                   
                 0      syscalls:sys_enter_fallocate                                   
                 0      syscalls:sys_enter_fanotify_init                                   
                 0      syscalls:sys_enter_fanotify_mark                                   
                 0      syscalls:sys_enter_fchdir                                   
                15      syscalls:sys_enter_fchmod                                   
                 4      syscalls:sys_enter_fchmodat                                   
                 2      syscalls:sys_enter_fchown                                   
                 0      syscalls:sys_enter_fchownat                                   
               462      syscalls:sys_enter_fcntl                                    
                 0      syscalls:sys_enter_fdatasync                                   
                 0      syscalls:sys_enter_fgetxattr                                   
                 0      syscalls:sys_enter_finit_module                                   
                 0      syscalls:sys_enter_flistxattr                                   
                 0      syscalls:sys_enter_flock                                    
                 0      syscalls:sys_enter_fork                                     
                 0      syscalls:sys_enter_fremovexattr                                   
                 0      syscalls:sys_enter_fsconfig                                   
                 0      syscalls:sys_enter_fsetxattr                                   
                 0      syscalls:sys_enter_fsmount                                   
                 0      syscalls:sys_enter_fsopen                                   
                 0      syscalls:sys_enter_fspick                                   
                13      syscalls:sys_enter_fstatfs                                   
                 4      syscalls:sys_enter_fsync                                    
                 6      syscalls:sys_enter_ftruncate                                   
             3,351      syscalls:sys_enter_futex                                    
                 0      syscalls:sys_enter_futex_waitv                                   
                 0      syscalls:sys_enter_futimesat                                   
                 0      syscalls:sys_enter_get_mempolicy                                   
                 0      syscalls:sys_enter_get_robust_list                                   
                 0      syscalls:sys_enter_getcpu                                   
                 2      syscalls:sys_enter_getcwd                                   
                27      syscalls:sys_enter_getdents                                   
                 2      syscalls:sys_enter_getdents64                                   
                55      syscalls:sys_enter_getegid                                   
                61      syscalls:sys_enter_geteuid                                   
                55      syscalls:sys_enter_getgid                                   
                 2      syscalls:sys_enter_getgroups                                   
                 0      syscalls:sys_enter_getitimer                                   
                 5      syscalls:sys_enter_getpeername                                   
                 0      syscalls:sys_enter_getpgid                                   
                 6      syscalls:sys_enter_getpgrp                                   
                44      syscalls:sys_enter_getpid                                   
                 9      syscalls:sys_enter_getppid                                   
                 1      syscalls:sys_enter_getpriority                                   
                 4      syscalls:sys_enter_getrandom                                   
                 0      syscalls:sys_enter_getresgid                                   
                 0      syscalls:sys_enter_getresuid                                   
                40      syscalls:sys_enter_getrlimit                                   
                 0      syscalls:sys_enter_getrusage                                   
                 0      syscalls:sys_enter_getsid                                   
                11      syscalls:sys_enter_getsockname                                   
                18      syscalls:sys_enter_getsockopt                                   
                38      syscalls:sys_enter_gettid                                   
                 0      syscalls:sys_enter_gettimeofday                                   
                67      syscalls:sys_enter_getuid                                   
                 1      syscalls:sys_enter_getxattr                                   
                 0      syscalls:sys_enter_init_module                                   
                17      syscalls:sys_enter_inotify_add_watch                                   
                 0      syscalls:sys_enter_inotify_init                                   
                 0      syscalls:sys_enter_inotify_init1                                   
                 0      syscalls:sys_enter_inotify_rm_watch                                   
                 0      syscalls:sys_enter_io_cancel                                   
                 0      syscalls:sys_enter_io_destroy                                   

      69.944152825 seconds time elapsed

